id,ds,delta
8138,2020-11-03,-3.71618e-10
8139,2023-07-12,2.74699e-10
8140,2021-01-01,2.40902e-11
8141,2021-05-12,1.73108e-10
8142,2021-09-09,-1.42228e-09
8143,2024-05-29,-0.021437
8144,2021-03-07,0.0136591
8145,2024-11-01,-9.21867e-11
8146,2022-01-13,-0.0433149
8147,2022-10-25,0.0098606
8148,2024-01-25,-6.77482e-09
8149,2024-02-10,2.77203e-10
8150,2022-06-21,-0.00450796
8151,2024-02-28,0.026071
8152,2023-04-05,-8.26804e-11
8153,2023-06-13,6.81701e-12
8154,2024-07-06,0.052926
8155,2022-05-28,-5.41743e-10
8156,2022-05-17,-3.42795e-09
8157,2023-06-08,-2.79514e-10
8158,2023-04-15,-3.75598e-10
8159,2023-01-04,1.40308e-10
8160,2023-06-21,-0.0193268
8161,2020-12-07,6.816e-08
8162,2022-08-30,3.71056e-11
8163,2022-12-07,0.0148563
8164,2023-11-24,-2.3848e-10
8165,2021-05-20,3.48746e-10
8166,2022-06-12,-0.00980747
8167,2024-03-15,0.0241662
8168,2022-08-15,2.55998e-11
8169,2021-03-14,6.0879e-10
8170,2022-05-26,-5.59944e-10
8171,2020-11-28,9.69552e-11
8172,2021-07-09,0.00425693
8173,2021-05-07,-2.01441e-10
8174,2022-06-10,6.90101e-11
8175,2024-04-01,4.19251e-11
8176,2023-01-15,5.93147e-09
8177,2021-09-15,2.93012e-10
8178,2022-05-25,-3.19364e-10
8179,2024-06-02,0.0651804
8180,2021-07-19,1.92532e-10
8181,2023-03-13,0.0540374
8182,2024-08-27,2.58434e-10
8183,2023-03-12,0.156149
8184,2024-09-12,1.14437e-07
8185,2022-11-18,1.09061e-09
8186,2024-05-17,4.90458e-10
8187,2022-08-01,1.6612e-10
8188,2022-06-10,0.0378368
8189,2022-04-27,0.0342427
8190,2022-12-17,9.92038e-10
8191,2024-01-25,1.56232e-09
8192,2021-01-28,1.5096e-09
8193,2024-03-13,-1.27544e-07
8194,2024-03-02,6.36995e-09
8195,2021-07-17,-1.50787e-10
8196,2020-10-31,-4.10124e-12
8197,2024-09-07,2.62497e-10
8198,2023-06-18,-1.19689e-09
8199,2022-12-05,-1.17252e-09
8200,2022-02-01,8.95845e-12
8201,2021-02-26,0.00406894
8202,2022-06-02,-1.39696e-10
8203,2021-02-19,-0.0117992
8204,2021-12-18,-5.96054e-11
8205,2022-07-23,-3.07626e-07
8206,2023-05-01,1.05544e-10
8207,2024-10-25,3.60299e-10
8208,2024-05-25,9.74049e-08
8209,2021-11-05,0.0151423
8210,2020-12-26,-3.2168e-10
8211,2024-08-16,-0.000921736
8212,2022-04-27,1.66763e-12
8213,2022-01-27,-0.0123338
8214,2021-03-06,0.0111344
8215,2021-04-03,-8.39915e-09
8216,2021-05-26,6.06892e-07
8217,2024-05-22,-8.10432e-11
8218,2020-09-27,-6.79381e-11
8219,2020-10-11,5.05601e-10
8220,2022-05-23,-2.88044e-10
8221,2021-06-19,-5.68318e-10
8222,2024-02-05,9.96789e-13
8223,2021-06-13,0.0540102
8224,2022-02-16,-2.50985e-11
8225,2021-04-06,-2.28168e-08
8226,2024-02-10,6.18957e-12
8227,2022-01-01,1.16799e-09
8228,2021-03-08,2.15865e-10
8229,2020-11-08,-1.52791e-10
8230,2022-06-26,0.0249193
8231,2023-03-23,9.40889e-10
8232,2022-10-24,-2.66222e-10
8233,2024-01-17,0.0333257
8234,2021-04-14,-9.00106e-12
8235,2020-10-04,-7.84969e-11
8236,2024-07-03,-1.07549e-12
8237,2021-11-24,1.24031e-11
8238,2023-12-16,8.24603e-10
8239,2022-04-10,-0.0185924
8240,2024-05-17,1.48614e-11
8241,2021-09-12,6.1859e-10
8242,2021-10-15,1.84445e-10
8243,2023-07-18,-4.80993e-10
8244,2022-03-14,0.0442366
8245,2022-07-12,1.44658e-09
8246,2024-04-07,0.0394765
8247,2023-03-30,5.68199e-12
8248,2023-03-20,-0.0197042
8249,2023-08-16,7.43824e-07
8250,2021-07-12,0.0197422
8251,2021-08-03,-1.03754e-09
8252,2024-04-05,7.45199e-10
8253,2021-10-24,1.33524e-05
8254,2023-04-12,-0.0251562
8255,2022-08-30,-0.0127473
8256,2021-12-07,-8.33374e-10
8257,2024-06-05,3.73801e-11
8258,2024-02-27,-2.43033e-10
8259,2023-01-16,-1.97335e-09
8260,2020-12-07,3.18967e-10
8261,2022-07-14,-0.00545727
8262,2024-01-27,-5.30809e-09
8263,2021-09-02,1.01227e-08
8264,2024-01-23,-2.69616e-10
8265,2022-11-06,-6.51802e-11
8266,2022-12-18,-4.37828e-10
8267,2022-01-28,0.0366891
8268,2022-06-11,0.00492994
8269,2022-05-18,-1.0173e-10
8270,2023-05-01,-1.48789e-10
8271,2024-03-29,0.013493
8272,2023-08-22,-2.53446e-08
8273,2022-10-16,-5.23394e-12
8274,2023-09-16,-0.0153218
8275,2024-09-19,4.70024e-11
8276,2024-02-01,-3.82187e-10
8277,2023-10-16,-1.51363e-09
8278,2021-09-05,-7.13423e-10
8279,2024-03-03,-1.61518e-07
8280,2022-11-01,-1.54028e-07
8281,2021-03-30,-1.03654e-12
8282,2022-12-11,-7.73526e-11
8283,2024-05-02,-1.08506e-10
8284,2021-10-21,-7.02327e-10
8285,2021-11-06,1.57667e-10
8286,2021-07-15,4.5418e-09
8287,2023-06-26,0.0162869
8288,2021-01-20,-8.24538e-10
8289,2021-12-30,5.76262e-11
8290,2021-09-28,0.0155423
8291,2022-10-17,-6.91373e-08
8292,2023-05-13,3.45483e-11
8293,2023-10-07,-4.53087e-10
8294,2024-10-25,0.0221385
8295,2022-06-07,-6.16869e-10
8296,2024-04-30,-1.37279e-10
8297,2023-11-28,1.04666e-09
8298,2024-08-09,-4.30407e-11
8299,2021-08-15,-1.30664e-09
8300,2020-12-15,3.29656e-10
8301,2024-06-10,-8.9959e-11
8302,2022-07-16,5.37705e-08
8303,2023-08-04,-8.57107e-12
8304,2020-10-28,0.0228994
8305,2024-01-19,1.11196e-08
8306,2023-10-22,6.8854e-11
8307,2021-09-02,-0.0444191
8308,2022-07-15,4.25223e-11
8309,2024-04-28,1.33694e-11
8310,2021-10-01,-0.00797439
8311,2024-02-13,-2.06698e-10
8312,2020-12-01,-5.14108e-08
8313,2024-03-05,6.76851e-11
8314,2021-06-11,0.0100153
8315,2022-01-25,2.41569e-10
8316,2022-11-18,2.37776e-11
8317,2022-12-16,0.0413616
8318,2023-05-29,-2.19164e-10
8319,2024-10-01,1.15996e-09
8320,2023-08-08,2.00438e-10
8321,2023-03-28,2.22521e-09
8322,2024-03-29,5.44115e-12
8323,2023-05-20,-0.0071206
8324,2023-03-30,-8.44404e-09
8325,2022-11-22,6.55534e-05
8326,2024-05-16,-0.0253352
8327,2022-11-04,0.042806
8328,2022-07-13,6.32152e-11
8329,2021-11-16,-5.94649e-10
8330,2020-12-15,1.50251e-10
8331,2023-08-23,2.79827e-11
8332,2022-11-13,1.0182e-11
8333,2023-07-25,-7.02515e-09
8334,2024-08-05,-3.26452e-06
8335,2022-08-05,6.49427e-11
8336,2023-11-29,-3.61147e-10
8337,2022-04-29,1.57924e-09
8338,2024-05-16,-3.5651e-10
8339,2024-01-08,9.7643e-09
8340,2024-01-16,-1.68597e-10
8341,2024-03-05,5.43749e-10
8342,2024-08-17,0.0429057
8343,2020-10-17,-9.37098e-10
8344,2023-10-27,-1.21669e-11
8345,2021-01-14,-7.85271e-10
8346,2022-02-24,6.66803e-09
8347,2023-04-07,3.93507e-09
8348,2022-05-18,0.0905551
8349,2021-01-13,-8.04289e-10
8350,2023-11-06,1.11902e-05
8351,2022-08-07,2.77028e-10
8352,2021-04-14,1.23268e-07
8353,2023-11-09,1.03136e-10
8354,2024-05-08,1.81935e-09
8355,2022-10-12,-0.056871
8356,2023-07-10,-1.08643e-10
8357,2024-09-13,-1.78486e-10
8358,2022-12-12,4.89462e-10
8359,2023-02-08,2.72247e-10
8360,2023-07-12,7.49734e-11
8361,2023-08-02,5.27547e-11
8362,2024-05-06,5.19005e-09
8363,2023-06-17,0.0280638
8364,2020-12-14,-1.98692e-09
8365,2022-11-16,5.66039e-11
8366,2023-10-27,2.10729e-11
8367,2021-08-29,1.3316e-10
8368,2023-11-27,2.32314e-11
8369,2021-05-13,-7.14463e-08
8370,2022-06-01,0.00146137
8371,2022-12-12,-2.67087e-10
8372,2022-09-02,4.09541e-09
8373,2021-04-07,0.00541491
8374,2022-05-16,-3.67877e-11
8375,2022-02-06,6.90125e-11
8376,2023-07-29,-8.63491e-11
8377,2021-11-15,0.0786827
8378,2022-09-28,-1.67115e-11
8379,2022-06-27,0.0127112
8380,2021-06-03,3.23724e-12
8381,2024-02-23,-3.01374e-10
8382,2022-02-03,-1.45028e-08
8383,2024-07-12,6.72742e-09
8384,2020-12-07,-9.11322e-11
8385,2020-11-30,-0.0126453
8386,2022-07-26,-2.52321e-10
8387,2022-01-29,0.0151403
8388,2024-01-07,-3.34366e-09
8389,2021-07-14,6.46784e-11
8390,2021-09-10,0.0243185
8391,2024-05-17,-3.78306e-10
8392,2022-01-08,-2.6403e-07
8393,2022-12-18,-4.55147e-11
8394,2022-08-07,2.74051e-09
8395,2021-02-17,-0.0168972
8396,2024-05-01,0.0389764
8397,2021-02-25,-0.020577
8398,2021-11-15,-0.0017535
8399,2023-06-26,-1.01398e-10
8400,2023-04-19,1.80393e-09
8401,2021-10-25,1.26101e-10
8402,2020-10-26,-3.03558e-11
8403,2023-08-03,-1.79486e-08
8404,2023-04-13,1.66771e-11
8405,2022-03-14,-0.00677335
8406,2023-04-20,-1.21293e-10
8407,2021-03-31,3.08902e-10
8408,2020-09-29,4.7472e-09
8409,2020-10-16,1.72502e-10
8410,2022-03-03,-4.62139e-10
8411,2021-09-21,4.85807e-11
8412,2021-03-05,1.38497e-09
8413,2023-07-17,-1.06929e-08
8414,2022-06-27,0.018687
8415,2023-08-26,0.0592687
8416,2024-10-14,0.00342091
8417,2024-04-27,-8.30305e-10
8418,2024-10-21,-1.53632e-09
8419,2021-11-07,3.50183e-12
8420,2021-06-05,-0.00643843
8421,2024-09-06,1.8447e-10
8422,2022-06-28,-0.0041699
8423,2023-07-31,7.43882e-10
8424,2022-05-30,9.98524e-10
8425,2022-09-16,2.95605e-11
8426,2022-07-20,-2.32534e-10
8427,2022-06-03,5.53487e-10
8428,2024-08-09,-9.81799e-11
8429,2024-04-29,-0.0425504
8430,2023-12-04,-2.58068e-09
8431,2024-01-04,0.0345128
8432,2022-02-21,2.08499e-10
8433,2024-08-08,2.17995e-10
8434,2023-06-07,0.034551
8435,2024-07-02,3.04747e-11
8436,2021-04-05,0.0219944
8437,2021-02-22,2.65642e-10
8438,2023-05-08,0.00302948
8439,2022-03-09,0.0335185
8440,2024-06-05,8.11038e-11
8441,2020-12-02,-0.00965904
8442,2021-11-10,1.395e-10
8443,2021-02-27,2.95318e-11
8444,2022-03-27,-3.93046e-10
8445,2023-02-15,1.85152e-09
8446,2024-05-14,1.90826e-11
8447,2024-07-13,-2.63334e-10
8448,2023-03-12,-8.94382e-11
8449,2023-06-25,-3.98418e-12
8450,2020-12-18,-6.849e-10
8451,2022-10-10,-1.22634e-09
8452,2023-02-03,9.68872e-12
8453,2024-06-01,7.38225e-09
8454,2024-04-20,-1.81441e-10
8455,2023-05-27,3.7003e-11
8456,2020-11-29,-0.033402
8457,2024-01-15,0.00277734
8458,2023-05-29,-1.0287e-09
8459,2024-02-10,-3.0038e-09
8460,2021-06-03,0.0679607
8461,2022-12-21,-6.05528e-11
8462,2022-03-24,0.179568
8463,2023-02-28,-0.053266
8464,2020-10-11,-8.73972e-10
8465,2021-11-04,-0.00280698
8466,2023-12-25,-3.41729e-10
8467,2023-03-23,-3.85687e-11
8468,2021-03-19,-4.48913e-09
8469,2021-03-23,1.79718e-08
8470,2022-07-07,-0.00529897
8471,2021-01-24,-6.94444e-09
8472,2022-09-05,-5.67046e-11
8473,2023-03-14,1.45201e-07
8474,2021-11-18,-9.78326e-11
8475,2024-05-24,-1.09741e-11
8476,2023-01-12,-8.29203e-10
8477,2023-05-20,8.10488e-12
8478,2023-01-18,1.06012e-11
8479,2020-12-27,-0.00892082
8480,2020-11-08,1.77344e-10
8481,2021-10-03,-1.47583e-09
8482,2023-08-02,-4.01863e-11
8483,2021-02-08,-4.67196e-10
8484,2021-04-29,2.58605e-11
8485,2024-09-04,-4.51516e-09
8486,2024-09-05,-2.43743e-09
8487,2021-02-25,0.013928
8488,2024-03-07,2.29432e-11
8489,2020-10-12,3.54817e-10
8490,2023-10-21,9.39306e-08
8491,2021-12-10,2.69439e-09
8492,2021-02-25,7.00477e-08
8493,2022-04-06,-0.0230506
8494,2024-09-07,-3.34391e-10
8495,2023-03-12,1.025e-09
8496,2022-02-18,0.00205391
8497,2021-06-25,-1.44578e-10
8498,2022-11-15,4.5245e-11
8499,2021-03-16,-0.0284906
8500,2021-06-23,4.98635e-11
8501,2020-10-06,-0.0561966
8502,2021-03-16,2.99398e-10
8503,2022-12-30,-0.0344636
8504,2022-08-14,-6.58846e-09
8505,2022-03-26,4.36929e-10
8506,2021-07-12,0.0579657
8507,2024-01-28,0.00852359
8508,2024-04-17,-1.03547e-07
8509,2023-06-08,-1.26996e-11
8510,2024-03-13,-2.30225e-09
8511,2021-05-03,-2.05208e-10
8512,2024-03-13,0.00434738
8513,2022-01-09,0.00424149
8514,2020-12-18,-3.24176e-09
8515,2023-06-02,3.77369e-10
8516,2024-07-24,9.30527e-11
8517,2022-08-24,-3.14647e-08
8518,2023-11-07,6.54794e-11
8519,2022-12-16,-1.69557e-10
8520,2020-10-13,4.46265e-10
8521,2022-07-27,-6.37471e-10
8522,2020-10-08,-3.93201e-10
8523,2023-11-13,-8.77021e-09
8524,2022-01-07,-1.05848e-10
8525,2022-11-29,5.15523e-10
8526,2022-03-22,-9.07568e-11
8527,2021-12-14,-7.09932e-08
8528,2024-02-29,1.20713e-10
8529,2024-08-27,-1.50274e-12
8530,2021-01-13,-8.00109e-10
8531,2021-06-01,-2.93523e-09
8532,2020-12-01,3.5026e-11
8533,2023-01-19,-9.33646e-11
8534,2024-10-30,2.00959e-10
8535,2021-09-21,-3.66724e-10
8536,2024-05-21,2.35204e-10
8537,2024-05-19,0.0109171
8538,2024-01-25,-2.07096e-12
8539,2023-09-29,-0.00289534
8540,2021-09-04,0.0828081
8541,2021-03-07,-1.14085e-09
8542,2022-06-13,1.44629e-11
8543,2023-07-01,-0.0207922
8544,2021-07-23,1.40508e-09
8545,2024-05-03,1.39108e-09
8546,2023-03-14,-6.8873e-11
8547,2022-08-07,-5.87826e-09
8548,2021-06-20,1.15195e-10
8549,2023-11-28,-2.34173e-10
8550,2024-09-20,-8.02764e-11
8551,2021-03-17,-2.51804e-10
8552,2022-03-02,5.45502e-10
8553,2022-06-30,-1.33858e-09
8554,2024-05-31,-1.98868e-10
8555,2024-04-14,1.94838e-11
8556,2022-12-25,1.10595e-10
8557,2021-06-01,-9.41249e-11
8558,2022-05-24,-0.000876905
8559,2022-03-09,3.11549e-10
8560,2023-07-29,1.09216e-10
8561,2022-03-16,-0.0392841
8562,2021-07-17,-6.0298e-11
8563,2022-07-10,3.52893e-11
8564,2023-01-25,1.36985e-10
8565,2024-10-24,-3.10937e-08
8566,2022-11-03,1.38967e-07
8567,2023-03-15,-0.000506979
8568,2021-09-03,1.05032e-11
8569,2022-08-15,-0.0063193
8570,2023-12-19,-1.80648e-11
8571,2022-07-24,1.18437e-08
8572,2024-06-14,-4.0273e-10
8573,2024-07-31,3.05303e-07
8574,2020-12-12,-3.85722e-10
8575,2023-03-15,8.81166e-11
8576,2021-09-21,-1.56037e-09
8577,2020-10-29,-1.38754e-10
8578,2020-12-01,0.0365221
8579,2021-10-18,4.52974e-08
8580,2024-05-04,0.0214372
8581,2022-01-31,0.0479324
8582,2024-05-17,-0.0166476
8583,2022-08-09,-3.21705e-11
8584,2024-02-13,3.42904e-10
8585,2022-03-09,1.40212e-10
8586,2023-12-04,-0.0420231
8587,2024-09-07,3.56671e-10
8588,2023-04-25,2.39703e-10
8589,2022-01-14,0.0329423
8590,2024-07-01,1.35772e-10
8591,2021-08-31,1.09262e-08
8592,2022-04-26,-1.13819e-09
8593,2021-09-26,1.03639e-09
8594,2023-06-01,-5.61059e-12
8595,2022-02-16,-1.46452e-10
8596,2023-08-29,-8.10821e-10
8597,2021-02-14,8.62722e-11
8598,2021-09-12,1.70746e-10
8599,2024-03-01,4.25187e-11
8600,2023-06-03,0.0320546
8601,2022-10-23,1.66682e-09
8602,2023-03-21,3.68301e-10
8603,2021-02-17,8.72472e-11
8604,2022-11-10,1.18674e-11
8605,2023-07-20,-6.04999e-11
8606,2024-09-15,1.93237e-07
8607,2022-10-01,-2.83006e-10
8608,2024-02-12,2.17445e-11
8609,2024-04-13,-1.1732e-10
8610,2022-12-27,-1.174e-11
8611,2022-09-04,-0.0155634
8612,2022-01-31,-2.67642e-10
8613,2023-03-09,-2.45241e-10
8614,2024-10-01,2.26811e-10
8615,2024-07-01,-5.8624e-08
8616,2020-11-09,1.2749e-08
8617,2021-10-08,8.61319e-10
8618,2023-08-17,-6.5323e-13
8619,2022-01-18,-1.3032e-10
8620,2023-06-14,4.56903e-09
8621,2021-09-20,-0.00771409
8622,2021-02-16,2.58339e-08
8623,2021-07-11,1.23032e-10
8624,2024-05-22,-6.0258e-10
8625,2024-02-21,2.12243e-09
8626,2020-12-15,1.05356e-08
8627,2022-10-21,-8.91128e-11
8628,2022-01-21,-0.00998534
8629,2021-05-26,0.0135266
8630,2023-08-06,-1.213e-10
8631,2020-10-09,-2.33671e-09
8632,2021-08-12,1.68041e-08
8633,2023-08-15,2.01752e-09
8634,2022-11-30,-5.10477e-09
8635,2023-08-16,0.00588197
8636,2024-10-12,-3.30254e-09
8637,2023-01-01,2.13645e-10
8638,2020-09-28,9.28059e-12
8639,2022-12-26,3.88532e-11
8640,2020-12-14,-1.01352e-08
8641,2024-04-01,-3.76275e-10
8642,2023-11-26,4.43397e-11
8643,2024-09-04,-5.38522e-11
8644,2022-10-02,3.20663e-10
8645,2023-09-22,3.97599e-10
8646,2022-01-21,3.55675e-10
8647,2024-03-21,2.21596e-11
8648,2021-12-15,-1.59272e-10
8649,2024-07-15,-6.1386e-12
8650,2022-03-19,-8.92717e-10
8651,2023-03-10,-0.00393822
8652,2023-12-17,3.20287e-11
8653,2024-04-29,-1.2869e-07
8654,2022-08-06,-2.20311e-08
8655,2023-10-17,0.0533036
8656,2024-01-11,0.000351504
8657,2022-06-04,5.5661e-11
8658,2023-07-22,-1.98322e-12
8659,2021-04-08,0.011324
8660,2021-09-25,0.725172
8661,2021-12-11,1.86743e-10
8662,2022-08-10,8.16734e-11
8663,2024-03-02,-1.03328e-11
8664,2021-06-07,0.0242382
8665,2022-03-27,5.4916e-11
8666,2021-08-09,-1.28618e-10
8667,2022-08-24,-3.43071e-10
8668,2023-04-21,0.0246618
8669,2024-09-09,3.8789e-10
8670,2022-06-20,-5.60379e-10
8671,2021-08-12,0.0329823
8672,2023-07-20,9.36812e-11
8673,2020-10-04,-2.06672e-09
8674,2022-01-27,1.41768e-09
8675,2024-02-15,-5.3831e-10
8676,2024-07-22,-5.19927e-10
8677,2023-03-28,0.020724
8678,2021-11-14,1.54283e-10
8679,2022-06-27,-8.05897e-10
8680,2023-11-11,7.24825e-10
8681,2022-08-16,-2.11175e-09
8682,2021-10-09,1.8497e-09
8683,2022-07-02,8.43269e-11
8684,2023-04-03,0.00364496
8685,2022-03-01,-7.96899e-11
8686,2024-10-31,0.0118517
8687,2023-08-07,-9.9852e-10
8688,2023-02-06,7.12117e-10
8689,2021-12-01,6.26848e-10
8690,2021-02-19,-2.4808e-11
8691,2020-10-29,-2.58997e-11
8692,2023-03-03,-2.48614e-10
8693,2023-11-15,-7.86017e-10
8694,2024-01-27,0.0228493
8695,2020-11-10,0.0284341
8696,2023-07-25,-0.101971
8697,2023-10-01,2.92236e-10
8698,2022-04-08,2.34961e-07
8699,2022-09-24,-0.0174599
8700,2023-10-30,2.15487e-11
8701,2024-05-31,-2.3938e-10
8702,2022-03-13,-7.11185e-10
8703,2022-05-26,-0.0274277
8704,2023-03-17,-1.9797e-09
8705,2023-03-09,2.19209e-09
8706,2022-11-05,8.19971e-10
8707,2023-03-14,-2.30783e-10
8708,2024-07-19,-1.31305e-07
8709,2023-11-26,6.4401e-12
8710,2024-05-13,8.35295e-10
8711,2022-04-16,-0.00819766
8712,2021-04-20,-3.95692e-10
8713,2022-12-09,-0.0422976
8714,2021-09-01,5.10324e-10
8715,2021-10-19,-0.0151919
8716,2022-12-18,-0.0124128
8717,2021-03-03,-0.0221642
8718,2022-02-03,7.74428e-11
8719,2024-10-03,1.22096e-10
8720,2022-01-16,3.72505e-10
8721,2024-01-09,4.88361e-10
8722,2024-06-18,-5.28789e-11
8723,2021-12-26,0.0300008
8724,2021-09-01,0.0123735
8725,2021-03-14,4.01626e-11
8726,2024-08-28,5.22206e-11
8727,2020-10-10,-3.29019e-09
8728,2024-03-24,6.6957e-11
8729,2023-10-13,0.0543528
8730,2021-02-18,-7.68286e-07
8731,2021-03-25,-1.83754e-11
8732,2024-11-03,9.25815e-11
8733,2022-02-06,1.45873e-10
8734,2024-02-26,-4.85248e-11
8735,2023-04-11,-2.24452e-07
8736,2024-06-17,-1.01834e-11
8737,2023-04-01,-6.7952e-09
8738,2021-10-22,8.75023e-11
8739,2023-02-04,2.89985e-10
8740,2023-01-02,1.60146e-12
8741,2021-03-23,-4.25327e-10
8742,2023-03-10,1.61133e-11
8743,2021-04-08,4.72959e-10
8744,2023-04-09,-4.66665e-12
8745,2022-05-21,5.69708e-07
8746,2024-08-02,1.75384e-09
8747,2021-05-06,2.52334e-12
8748,2024-10-25,1.47322e-10
8749,2023-04-24,1.45134e-11
8750,2021-01-29,5.85378e-10
8751,2021-02-23,3.45993e-09
8752,2023-07-15,-1.28577e-09
8753,2021-12-05,7.40682e-05
8754,2022-12-05,1.1945e-11
8755,2022-05-28,-1.50487e-11
8756,2024-07-03,4.50839e-12
8757,2023-07-22,-1.62857e-10
8758,2023-04-19,-0.0154433
8759,2021-12-11,9.16541e-10
8760,2023-10-16,-1.57949e-09
8761,2024-01-22,4.42008e-09
8762,2023-03-14,-1.24938e-10
8763,2023-12-03,-6.48638e-10
8764,2021-02-28,-2.63802e-13
8765,2022-03-31,2.10079e-09
8766,2021-12-11,-5.68161e-10
8767,2022-01-26,0.00425013
8768,2021-11-01,5.60608e-12
8769,2021-12-21,-3.20145e-08
8770,2021-12-25,6.68007e-12
8771,2023-10-20,-9.9023e-12
8772,2021-04-09,9.74581e-11
8773,2021-10-20,-3.22029e-11
8774,2023-03-22,4.29563e-11
8775,2023-10-23,-1.68859e-11
8776,2021-03-27,1.25773e-09
8777,2021-03-24,3.84436e-11
8778,2021-11-02,5.29943e-10
8779,2024-10-23,-0.062486
8780,2022-01-06,1.03097e-10
8781,2021-08-08,-7.71771e-10
8782,2021-08-18,3.20606e-09
8783,2024-08-19,8.30862e-10
8784,2020-12-14,6.84967e-10
8785,2020-10-21,0.0521352
8786,2022-11-04,3.24622e-10
8787,2020-12-11,-1.09669e-09
8788,2023-11-20,-0.142015
8789,2023-09-08,4.14447e-09
8790,2024-10-15,0.0188597
8791,2024-07-10,-6.26713e-11
8792,2024-02-17,-5.28898e-09
8793,2024-08-28,-4.01564e-12
8794,2023-10-27,-2.00142e-11
8795,2023-07-30,-6.51708e-12
8796,2023-01-27,3.75181e-11
8797,2022-03-15,0.0103669
8798,2023-02-19,0.13299
8799,2022-04-10,0.0075873
8800,2023-09-18,-0.195181
8801,2021-04-26,3.68637e-10
8802,2022-10-18,-8.8135e-09
8803,2022-05-25,-0.063402
8804,2022-10-02,1.7243e-09
8805,2024-06-10,1.38323e-12
8806,2022-06-16,0.0166567
8807,2022-11-15,1.74219e-11
8808,2021-01-18,-9.91214e-10
8809,2024-06-18,3.5752e-10
8810,2023-11-19,1.03135e-10
8811,2022-03-22,3.78945e-10
8812,2022-01-04,-4.21069e-09
8813,2024-03-21,0.043588
8814,2021-05-02,6.74449e-09
8815,2021-05-01,8.82954e-10
8816,2023-07-14,-0.027085
8817,2023-10-23,-9.61871e-12
8818,2022-01-24,1.2266e-08
8819,2023-06-10,6.34471e-10
8820,2021-01-02,-4.19488e-09
8821,2021-11-22,0.119716
8822,2023-12-23,-0.0323377
8823,2024-08-05,1.24183e-06
8824,2023-02-25,-1.2515e-11
8825,2022-12-21,-6.38198e-10
8826,2024-01-04,-2.98875e-11
8827,2023-06-02,-4.29162e-10
8828,2021-10-22,-2.83601e-10
8829,2021-05-13,4.54928e-10
8830,2021-03-03,-7.97059e-10
8831,2024-02-21,-1.72914e-09
8832,2022-11-17,-4.57644e-10
8833,2022-03-04,-4.47593e-11
8834,2023-01-22,-3.94437e-10
8835,2023-01-31,0.00217363
8836,2023-09-19,-0.012348
8837,2022-12-27,0.0208457
8838,2023-11-27,0.000232184
8839,2021-06-06,3.02774e-10
8840,2023-12-23,-2.35868e-11
8841,2021-08-03,5.0721e-09
8842,2023-03-25,1.83439e-07
8843,2022-07-08,-4.84803e-10
8844,2021-01-20,7.11844e-11
8845,2023-01-08,0.0755522
8846,2023-11-28,2.58151e-10
8847,2024-03-03,-0.0061043
8848,2024-06-19,0.00406557
8849,2022-06-30,3.81695e-10
8850,2023-02-10,-2.05044e-10
8851,2022-10-18,0.0525004
8852,2024-01-13,-5.70963e-10
8853,2023-12-26,-0.0365811
8854,2023-03-27,8.35083e-11
8855,2020-10-15,2.41896e-08
8856,2021-04-14,-0.00202121
8857,2023-10-10,-7.26855e-06
8858,2021-03-03,-9.70609e-11
8859,2023-03-16,1.17155e-12
8860,2022-12-08,4.46807e-10
8861,2024-07-17,-9.54218e-11
8862,2020-10-31,-9.20652e-12
8863,2024-01-17,-1.99913e-09
8864,2022-01-07,-2.79638e-11
8865,2023-04-11,0.00244942
8866,2021-11-05,1.03843e-09
8867,2024-02-24,5.95581e-10
8868,2023-04-19,1.77649e-08
8869,2022-05-17,9.65755e-11
8870,2023-05-17,6.21025e-08
8871,2021-06-22,8.9729e-11
8872,2024-06-09,-1.04313e-09
8873,2022-01-22,-5.41539e-11
8874,2022-08-12,5.36913e-11
8875,2023-03-11,-7.14583e-10
8876,2022-03-19,1.43529e-08
8877,2021-12-04,-7.95413e-09
8878,2021-08-26,-6.69836e-11
8879,2023-04-21,-2.89748e-10
8880,2021-01-07,0.075747
8881,2021-12-04,0.0239608
8882,2021-12-01,-1.59488e-13
8883,2023-05-08,2.11428e-10
8884,2022-12-18,1.10627e-08
8885,2022-02-17,0.0247116
8886,2023-04-22,-6.25542e-12
8887,2022-02-26,6.30999e-10
8888,2023-04-16,1.33156e-10
8889,2022-05-24,7.56238e-10
8890,2022-12-08,-6.033e-11
8891,2021-10-04,3.51752e-09
8892,2020-11-24,-0.0124641
8893,2022-03-12,0.00836971
8894,2023-02-24,0.0136242
8895,2022-04-30,-7.22028e-11
8896,2021-12-29,-3.22808e-10
8897,2024-05-21,2.65304e-10
8898,2023-12-21,-4.01521e-10
8899,2021-09-23,2.34019e-10
8900,2021-12-22,-7.2902e-09
8901,2024-06-03,-0.00733194
8902,2021-05-09,2.79584e-10
8903,2023-10-12,-1.75325e-09
8904,2021-11-17,-6.37752e-10
8905,2023-03-18,-0.0958476
8906,2022-09-27,-2.14358e-10
8907,2023-01-17,0.0177256
8908,2022-12-19,-0.00625091
8909,2024-10-31,1.09195e-11
8910,2023-10-11,4.24519e-11
8911,2021-01-09,-9.42529e-11
8912,2021-09-20,-1.03835e-09
8913,2022-10-21,-3.00062e-12
8914,2023-03-17,4.14093e-10
8915,2024-09-17,-2.66419e-07
